URL : https://github.com/mathieusaade/universal-wiki-converter

Tag : 4.0.0

Analysis date : 13/09/2016 15:00

Eclipse version : Luna 4.4.1

Summary (# items / category)
*  231    Potential Porgramming Problems
*   20    Name Shadowing and Conflicts
* 1335    Code Style
*   82    Deprecation
*  711    Type Safety and Raw Types
*  909    Unnecessary Code

Category : Potential Programming Problems
    Description	Resource	Path	Location	Type
    Resource leak: '<unassigned Closeable value>' is never closed	AttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/tikiwiki	line 602	Java Problem
    Resource leak: '<unassigned Closeable value>' is never closed	AttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/tikiwiki	line 603	Java Problem
    Unnecessary semicolon	AttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/tikiwiki	line 73	Java Problem
    Unnecessary semicolon	HTMLListConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/swiki	line 194	Java Problem
    Potential null pointer access: The variable dateFormat may be null at this location	MetaPageContent.java	/uwc/src/main/java/com/atlassian/uwc/converters/smf	line 79	Java Problem
    Resource leak: '<unassigned Closeable value>' is never closed	AttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/smf	line 177	Java Problem
    Resource leak: '<unassigned Closeable value>' is never closed	AttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/smf	line 180	Java Problem
    The switch statement should have a default case	FixNestingTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/smf	line 428	Java Problem
    Unnecessary semicolon	MetaPageContent.java	/uwc/src/main/java/com/atlassian/uwc/converters/smf	line 67	Java Problem
    Redundant assignment: The variable bg can only be null at this location	ColorConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/sharepoint	line 228	Java Problem
    Potential null pointer access: The variable bytes may be null at this location	CleanConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/sharepoint	line 1411	Java Problem
    The switch over the enum type LinkConverter.Link should have a default case	LinkConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/sharepoint	line 197	Java Problem
    The switch over the enum type ListConverter.ListType should have a default case	ListConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/sharepoint	line 229	Java Problem
    The switch statement should have a default case	HeaderConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/sharepoint	line 297	Java Problem
    Null comparison always yields false: The variable base cannot be null at this location	MoinMoinAttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/moinmoin	line 114	Java Problem
    Redundant null check: The variable base cannot be null at this location	MoinMoinAttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/moinmoin	line 115	Java Problem
    The enum constant CAPTION needs a corresponding case label in this enum switch on TableParser.Type	TableParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/mindtouch	line 74	Java Problem
    The enum constant CAPTION needs a corresponding case label in this enum switch on TableParser.Type	TableParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/mindtouch	line 98	Java Problem
    The enum constant COMMENT needs a corresponding case label in this enum switch on CommentParser.Type	CommentParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/mindtouch	line 115	Java Problem
    The enum constant CONTENT needs a corresponding case label in this enum switch on CommentParser.Type	CommentParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/mindtouch	line 45	Java Problem
    The enum constant CONTENT needs a corresponding case label in this enum switch on CommentParser.Type	CommentParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/mindtouch	line 54	Java Problem
    The enum constant DATE needs a corresponding case label in this enum switch on CommentParser.Type	CommentParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/mindtouch	line 45	Java Problem
    The enum constant DATE needs a corresponding case label in this enum switch on CommentParser.Type	CommentParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/mindtouch	line 54	Java Problem
    The enum constant USERNAME needs a corresponding case label in this enum switch on CommentParser.Type	CommentParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/mindtouch	line 45	Java Problem
    The enum constant USERNAME needs a corresponding case label in this enum switch on CommentParser.Type	CommentParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/mindtouch	line 54	Java Problem
    Potential null pointer access: The variable rootFile may be null at this location	LinkParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/mindtouch	line 84	Java Problem
    The switch over the enum type CommentParser.Type should have a default case	CommentParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/mindtouch	line 45	Java Problem
    The switch over the enum type CommentParser.Type should have a default case	CommentParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/mindtouch	line 54	Java Problem
    The switch over the enum type CommentParser.Type should have a default case	CommentParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/mindtouch	line 115	Java Problem
    The switch over the enum type LinkParser.Type should have a default case	LinkParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/mindtouch	line 40	Java Problem
    The switch over the enum type TableParser.Type should have a default case	TableParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/mindtouch	line 74	Java Problem
    The switch over the enum type TableParser.Type should have a default case	TableParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/mindtouch	line 98	Java Problem
    The switch statement should have a default case	CommentParserTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mindtouch	line 75	Java Problem
    Switch case may be entered by falling through previous case. If intended, add a new comment //$FALL-THROUGH$ on the line above	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 150	Java Problem
    The enum constant CAPTION needs a corresponding case label in this enum switch on TableConverter.Context	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 191	Java Problem
    Potential null pointer access: The variable converters may be null at this location	CommentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 211	Java Problem
    Potential null pointer access: The variable file may be null at this location	AttachmentConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 104	Java Problem
    Potential null pointer access: The variable file may be null at this location	AttachmentConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 123	Java Problem
    Potential null pointer access: The variable file may be null at this location	AttachmentConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 149	Java Problem
    The switch over the enum type CommentConverter.TYPE should have a default case	CommentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 170	Java Problem
    The switch over the enum type TableConverter.Context should have a default case	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 131	Java Problem
    The switch over the enum type TableConverter.Context should have a default case	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 191	Java Problem
    The switch over the enum type TableConverter.Type should have a default case	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 77	Java Problem
    Switch case may be entered by falling through previous case. If intended, add a new comment //$FALL-THROUGH$ on the line above	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 100	Java Problem
    Potential null pointer access: The variable newfile may be null at this location	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 946	Java Problem
    Potential null pointer access: The variable newfile may be null at this location	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 988	Java Problem
    Potential null pointer access: The variable parent may be null at this location	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 1187	Java Problem
    Potential null pointer access: The variable parent may be null at this location	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 1460	Java Problem
    Potential null pointer access: The variable parent may be null at this location	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 1539	Java Problem
    Potential null pointer access: The variable parent may be null at this location	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 1628	Java Problem
    Potential null pointer access: The variable parent may be null at this location	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 1666	Java Problem
    Resource leak: '<unassigned Closeable value>' is never closed	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 783	Java Problem
    Resource leak: '<unassigned Closeable value>' is never closed	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 786	Java Problem
    The switch over the enum type StyleConverter.ConversionType should have a default case	StyleConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 174	Java Problem
    The switch over the enum type StyleConverter.JspwikiStyle should have a default case	StyleConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 243	Java Problem
    The switch statement should have a default case	HeaderConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 66	Java Problem
    Unnecessary semicolon	AttachmentSpaceConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 35	Java Problem
    Unnecessary semicolon	StyleConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 41	Java Problem
    Dead code	AttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 213	Java Problem
    Null comparison always yields false: The variable path cannot be null at this location	AttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 212	Java Problem
    Resource leak: 'in' is never closed	AttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 274	Java Problem
    Potential null pointer access: The variable alias may be null at this location	InternalLinkConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive	line 137	Java Problem
    Potential null pointer access: The variable converters may be null at this location	CommentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive	line 103	Java Problem
    Null pointer access: The variable page can only be null at this location	HierarchyTitleConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/dokuwiki	line 34	Java Problem

Category : Name Shadowing and Conflicts	
    Description	Resource	Path	Location	Type
    The field SelectFileDropTargetListener.log is hiding a field from type PageHandler	SelectFileDropTargetListener.java	/uwc/src/main/java/com/atlassian/uwc/ui/listeners	line 28	Java Problem
    The field SupportWindow.AboutComponents.close is hiding a field from type SupportWindow	SupportWindow.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 262	Java Problem
    The field MindtouchHierarchy.log is hiding a field from type FilepathHierarchy	MindtouchHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 11	Java Problem
    The field JiveExporter.Container.name is hiding a field from type JiveExporter	JiveExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 831	Java Problem
    The field SMFExporter.Attachment.thumb is hiding a field from type SMFExporter	SMFExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 701	Java Problem
    The field SMFExporter.Data.attachments is hiding a field from type SMFExporter	SMFExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 732	Java Problem
    The field AttachmentSpaceConverter.log is hiding a field from type JspwikiLinkConverter	AttachmentSpaceConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 14	Java Problem
    The field ImageConverter.log is hiding a field from type JspwikiLinkConverter	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 37	Java Problem
    The field LinkSpaceConverter.log is hiding a field from type JspwikiLinkConverter	LinkSpaceConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 33	Java Problem
    The field InternalLinkConverter.TitleData.title is hiding a field from type InternalLinkConverter	InternalLinkConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive	line 301	Java Problem
    The field UrlReport2.log is hiding a field from type InternalLinkConverter	UrlReport2.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive	line 15	Java Problem
    The field DokuwikiUserDate.log is hiding a field from type HierarchyTarget	DokuwikiUserDate.java	/uwc/src/main/java/com/atlassian/uwc/converters/dokuwiki	line 18	Java Problem
    The field HierarchyImageConverter.log is hiding a field from type HierarchyTarget	HierarchyImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/dokuwiki	line 17	Java Problem
    The field HierarchyLinkConverter.log is hiding a field from type HierarchyTarget	HierarchyLinkConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/dokuwiki	line 17	Java Problem
    The field HierarchyTitleConverter.log is hiding a field from type DokuwikiUserDate	HierarchyTitleConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/dokuwiki	line 16	Java Problem
    The field LeadingSpacesConverter.initialspacedelim is hiding a field from type LeadingSpacesBaseConverter	LeadingSpacesConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/dokuwiki	line 12	Java Problem
    The field SpaceConverter.log is hiding a field from type HierarchyTarget	SpaceConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/dokuwiki	line 16	Java Problem
    The field IllegalPageNameConverter.log is hiding a field from type BaseConverter	IllegalPageNameConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters	line 13	Java Problem
